STATE_UT,DISTRICT,BLOCK,VILLAGE_NA,LATITUDE,LONGITUDE,DATE,WL(mbgl)
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar Haveli,Kilvani,Sharyapada,20.30028,73.09056,21-08-21,0.6
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Luhari_Dungaripada,20.18969,72.96723,21-08-21,1.8
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Mandoni,20.11115,73.13676,21-08-21,2.0
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Moolpada,20.12306,73.09639,21-08-21,0.7
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Naroli,20.27611,72.94083,21-08-21,1.8
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Rakhali,20.22222,73.02778,21-08-21,2.3
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Rudana,20.11326,73.08593,21-08-21,0.5
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Samarvarni,20.25118,73.00928,21-08-21,1.0
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Shelti,20.15040,73.10092,21-08-21,1.3
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Surangi,20.15451,73.02522,21-08-21,3.4
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Umarkui,20.26389,73.07361,21-08-21,1.8
Dadra,Nagar Haveli & DamDaand rDai uAnd Nagar Haveli Dadra Nagar,Haveli,Waghchipa,20.30973,73.00920,21-08-21,0.6
Dadra,Nagar Haveli & DamDaanm Daniu,Daman,Daman,20.42407,72.85036,30-08-21,0.1
Dadra,Nagar Haveli & DamDaiun Diu,Diu,Chakarteeth,20.70833,70.96889,30-08-21,5.6
Dadra,Nagar Haveli & DamDaiun Diu,Diu,Jalawadi,20.72167,70.93306,30-08-21,4.9
Dadra,Nagar Haveli & DamDaiun Diu Diu,Pothia,Bapa,20.70167,70.91194,30-08-21,6.4
Delhi,Central Civil Lines,Burari,Auger,28.76889,77.20750,30-08-21,7.8
Delhi,Central Civil,Lines,Isbt(Kasm.Gate),28.67222,77.23056,30-08-21,1.0
Delhi,Central Civil,Lines,Jagatpur,28.74000,77.22250,30-08-21,0.3
Delhi,Central Civil Lines Majnu,Ka,Tila,28.69583,77.22778,30-08-21,8.1
Delhi,Central Kotwali,Chandini,Chowk,28.65556,77.23583,30-08-21,5.3
Delhi,Central Kotwali Majnu,Ka,Tila,28.66444,77.23444,30-08-21,0.6
Delhi,East Mayur Vihar,Chilla,Regulator,28.58722,77.30139,30-08-21,10.8
Delhi,East Mayur Vihar,Mayur,Vihar,28.61639,77.30444,30-08-21,8.7
Delhi,East Preet Vihar,Gazi,Pur,28.64083,77.28750,30-08-21,3.2
Delhi,East Preet Vihar,Ghazipur,Crossing,28.62806,77.31806,30-08-21,24.5
Delhi,East Preet Vihar,Hasan,Pur,28.64222,77.29167,30-08-21,7.1
Delhi,Nazul Land Nazul Land,Nizamuddin,Bridge,28.60472,77.26611,30-08-21,2.7
Delhi,Nazul Land Nazul,Land,Ushmanpur,28.68472,77.24917,30-08-21,4.9
Delhi,New Delhi Chanakyapuri,Humayun,Tomb,28.59500,77.25083,30-08-21,4.8
Delhi,New Delhi Chanakyapuri,India,Gate,28.61250,77.22500,30-08-21,7.3
Delhi,New Delhi Chanakyapuri,Lodhi,Garden,28.59028,77.21639,30-08-21,5.0
Delhi,New Delhi Chanakyapuri,Lodhi,Garden,28.59028,77.21639,30-08-21,4.9
Delhi,New Delhi Chanakyapuri,Lodhi,Garden,28.59167,77.22056,30-08-21,8.0
Delhi,New Delhi Chanakyapuri,Mahabir,Vansth,28.60417,77.17500,30-08-21,25.2
Delhi,New Delhi Chanakyapuri,Nehru,Park,28.60611,77.21000,30-08-21,22.0
Delhi,New Delhi Chanakyapuri,Safdarjang,Tomb,28.59028,77.21250,30-08-21,12.5
Delhi,New Delhi Chanakyapuri Shram,Shakti,Bhawan,28.61500,77.21222,30-08-21,7.3
Delhi,New Delhi Chanakyapuri,Sundar,Nursery,28.59611,77.24500,30-08-21,5.5
Delhi,New Delhi Delhi Cantonment,Kabul,Line,28.59222,77.12750,30-08-21,33.1
Delhi,New Delhi Delhi Cantonment,Shekhawati,Line,28.57833,77.10778,30-08-21,44.9
Delhi,New Delhi Delhi Cantonment,Tagore,Garden,28.57861,77.10806,30-08-21,9.2
Delhi,New Delhi Vasant Vihar Jnu,Dam,I,28.53583,77.15694,30-08-21,12.8
Delhi,New Delhi Vasant,Vihar,Sultanpur,28.48944,77.14583,30-08-21,63.6
Delhi,North,Alipur,Bakoli,28.81528,77.15167,30-08-21,10.6
Delhi,North,Alipur,Bakoli,28.81528,77.15167,30-08-21,10.8
Delhi,North,Alipur,Haiderpur,28.72889,77.14694,30-08-21,12.9
Delhi,North,Alipur,Palla,28.82250,77.20361,30-08-21,7.7
Delhi,North,Alipur,Palla,28.85806,77.19639,30-08-21,11.7
Delhi,North,Alipur,Singhola,28.84333,77.12944,30-08-21,21.8
Delhi,North,Alipur,Tiggipur,28.81472,77.19750,30-08-21,7.6
Delhi,North Model Town Kingsway Camp,Polo,Ground,28.68472,77.19944,30-08-21,3.7
Delhi,North,Narela,Auchandi,28.81944,76.99722,30-08-21,0.7
Delhi,North,Narela,Bankner,28.85000,77.07361,30-08-21,23.8
Delhi,North,Narela,Barwala,28.75833,77.06278,30-08-21,6.3
Delhi,North,Narela,Hareoli,28.83194,77.00833,30-08-21,1.8
Delhi,North Narela Rohini Sec,Twenty,Eight,28.75278,77.09500,30-08-21,6.4
Delhi,North West,Kanjhawala,Jaunti,28.75278,76.96667,30-08-21,13.3
Delhi,North West,Kanjhawala,Kanjhawala,28.72500,77.00000,30-08-21,0.4
Delhi,North West Kanjhawala,Majara,Dabas,28.75556,77.00583,30-08-21,1.0
Delhi,North West Rohini,North,West,28.69028,77.07917,30-08-21,1.8
Delhi,North West Rohini,Rani,Khera,28.70694,77.02500,30-08-21,0.5
Delhi,North West Rohini Rohini,Sector,Eleven,28.73222,77.10444,30-08-21,4.3
Delhi,North West Saraswati,Vihar,Qatlupur,28.83472,77.02250,30-08-21,5.2
Delhi,North West Saraswati Vihar,Sainik,Vihar,28.69111,77.12389,30-08-21,0.9
Delhi,Shahdara Vivek Vihar,Cbd,Shahdara,28.66111,77.30306,30-08-21,14.3
Delhi,South Hauz Khas,Pusp,Vihar,28.52778,77.22667,30-08-21,43.1
Delhi,South,Mehrauli,Gadaipur,28.47694,77.15611,30-08-21,65.5
Delhi,South Mehrauli,Hauz,Khas,28.54528,77.20222,30-08-21,27.7
Delhi,South,Mehrauli,Jaunapur,28.46806,77.15000,30-08-21,40.8
Delhi,South Mehrauli,Jheel,Khoh,28.40889,77.18944,30-08-21,53.6
Delhi,South Saket,Balbir,Nagar,28.42000,77.20778,30-08-21,11.5
Delhi,South,Saket,Bhatti,28.42778,77.20833,30-08-21,54.6
Delhi,South Saket,Jamali,Kamali,28.50611,77.18222,30-08-21,15.2
Delhi,South East Defence Colony,Nangli,Rajpura,28.59444,77.27333,30-08-21,2.6
Delhi,South East,Kalkaji,Asola,28.49583,77.26667,30-08-21,51.7
Delhi,South East Sarita Vihar,Jaitpur,Khadar,28.50889,77.34056,30-08-21,8.6
Delhi,South West Dwarka Dwarka,Sec6,(Tp),28.58556,77.02611,30-08-21,20.3
Delhi,South West,Kapashera,Daulatpur,28.54306,76.96528,30-08-21,12.4
Delhi,South West,Kapashera,Deorala,28.51083,76.89889,30-08-21,0.8
Delhi,South West,Kapashera,Raota,28.51806,76.90417,30-08-21,0.6
Delhi,South West,Kapashera,Sikarpur,28.52444,76.95333,30-08-21,8.1
Delhi,South West,Kapashera,Sikarpur,28.52472,76.95333,30-08-21,7.9
Delhi,South West Najafgarh,Daryapur,Khurd,28.53417,76.90861,30-08-21,3.0
Delhi,South West,Najafgarh,Juljuli,28.53611,76.90472,30-08-21,0.9
Delhi,South West Najafgarh,Mundela,Kalan,28.60639,76.89333,30-08-21,10.3
Delhi,South West,Najafgarh,Najafgarh,28.61472,77.00056,30-08-21,19.3
Delhi,West Patel,Nagar,Janakpuri,28.63000,77.09139,30-08-21,9.0
Delhi,West Patel,Nagar,Vikashpuri,28.63222,77.07417,30-08-21,9.6
Delhi,West Punjabi,Bagh,Baprola,28.65000,77.01667,30-08-21,0.9
Delhi,West Punjabi Bagh,Hiran,Kudna,28.68222,76.99417,30-08-21,0.7
Delhi,West Punjabi Bagh,Peera,Garhi,28.67556,77.09333,30-08-21,7.0
Delhi,West Punjabi Bagh,Peera,Garhi,28.67806,77.09472,30-08-21,3.8
Delhi,West Rajouri,Garden,Mayapuri,28.61861,77.11111,30-08-21,37.0
Goa,North Goa Bardez Alto,Betim,Porvorim,15.52605,73.82982,01-08-21,6.3
Goa,North Goa,Bardez,Amberem,15.74045,73.82449,01-08-21,7.0
Goa,North Goa Bardez,Anjuna,(Ct),15.58420,73.73828,01-08-21,9.5
Goa,North Goa,Bardez,Bastora,15.51596,73.83858,01-08-21,2.3
Goa,North Goa Bardez,Calangute,(Ct),15.54612,73.75861,01-08-21,3.2
Goa,North Goa Bardez,Colvale,(Ct),15.64402,73.83727,01-08-21,11.1
Goa,North Goa,Bardez,Mapuca,15.61013,73.82434,01-08-21,3.0
Goa,North Goa,Bardez,Olaulim,15.56958,73.86345,01-08-21,5.2
Goa,North Goa,Bardez,Parra,15.57282,73.79279,01-08-21,1.4
Goa,North Goa,Bardez,Pirna,15.66884,73.88180,01-08-21,2.2
Goa,North Goa,Bardez,Pomburpa,15.55926,73.86761,01-08-21,3.7
Goa,North Goa Bardez,Salvador-Do-Mundo,(Ct),15.53760,73.86869,01-08-21,3.2
Goa,North Goa Bardez,Shivoli,Brahmanwada,15.62358,73.76681,01-08-21,1.2
Goa,North Goa,Bardez,Sircaim,15.62689,73.87588,01-08-21,3.0
Goa,North Goa,Bicholim,Adwalpale,15.63986,73.89602,01-08-21,5.7
Goa,North Goa Bicholim,Devulawada,Narve,15.55205,73.92413,01-08-21,14.2
Goa,North Goa Bicholim,Jambhul,Batt,15.58041,73.92604,01-08-21,1.9
Goa,North Goa,Bicholim,Mulgao,15.61711,73.92075,01-08-21,2.9
Goa,North Goa,Bicholim,Salem,15.68771,73.92681,01-08-21,2.5
Goa,North Goa,Pernem,Corgao,15.70939,73.75176,01-08-21,4.7
Goa,North Goa Pernem,Hasaravanni,Vaipal,15.73251,73.89959,01-08-21,2.5
Goa,North Goa,Pernem,Haspur,15.73698,73.90359,01-08-21,4.6
Goa,North Goa,Pernem,Morji,15.63598,73.73963,01-08-21,1.2
Goa,North Goa,Pernem,Nagjhar,15.70843,73.85289,01-08-21,8.1
Goa,North Goa,Pernem,Pernem,15.71760,73.79806,01-08-21,2.8
Goa,North Goa,Pernem,Sawanthawada,15.68082,73.75108,01-08-21,1.7
Goa,North Goa,Pernem,Varconda,15.75465,73.83533,01-08-21,3.8
Goa,North Goa,Satari,Bayalwadikeri,15.61128,74.06700,01-08-21,2.3
Goa,North Goa Satari Bhamber,Nanoda,Cross,15.58778,74.19123,01-08-21,3.6
Goa,North Goa,Satari,Buimpal,15.53936,74.08822,01-08-21,2.0
Goa,North Goa,Satari,Charayode,15.62783,74.13084,01-08-21,2.4
Goa,North Goa Satari,Dhatwado,Vante,15.49613,74.09753,01-08-21,2.9
Goa,North Goa,Satari,Honda,15.54722,74.05079,01-08-21,2.7
Goa,North Goa,Satari,Khadki(Harijanwada),15.50253,74.13964,01-08-21,4.7
Goa,North Goa,Satari,Khotodem,15.48277,74.13695,01-08-21,4.9
Goa,North Goa,Satari,Morlem,15.59397,74.04632,01-08-21,4.0
Goa,North Goa,Satari,Nagargao,15.56158,74.16320,01-08-21,1.4
Goa,North Goa,Satari,Valpoi,15.53301,74.13723,01-08-21,3.4
Goa,North Goa Tiswadi,Gavalebhat,Chimbel,15.48944,73.87420,01-08-21,3.7
Goa,North Goa,Tiswadi,Karanjhalen,15.45900,73.80281,01-08-21,2.3
Goa,North Goa Tiswadi,Velha,Goa,15.49760,73.91901,01-08-21,2.2
Goa,South Goa,Canacona,Agonda,15.04152,73.99121,01-08-21,2.9
Goa,South Goa,Canacona,Canacona,15.00716,74.05233,01-08-21,2.3
Goa,South Goa Canacona,Daptamol,Lolien,14.94986,74.05528,01-08-21,15.8
Goa,South Goa Canacona,Hattipal,Poinguinem,14.98407,74.10869,01-08-21,6.3
Goa,South Goa,Canacona,Mashe,14.96289,74.05465,01-08-21,3.4
Goa,South Goa,Canacona,Polem,14.91289,74.08455,01-08-21,1.8
Goa,South Goa Canacona,Shrishtal,Gaondongar,15.03725,74.11851,01-08-21,4.0
Goa,South Goa,Canacona,Sristal,14.99245,74.10557,01-08-21,10.2
Goa,South Goa,Dharbandora,Bolkharnem,15.42964,74.19235,01-08-21,5.4
Goa,South Goa,Dharbandora,Colem,15.33497,74.24375,01-08-21,3.4
Goa,South Goa,Dharbandora,Molem,15.37701,74.22971,01-08-21,1.9
Goa,South Goa,Dharbandora,Molem,15.36379,74.17534,01-08-21,4.4
Goa,South Goa,Mormugao,Bagmola,15.37006,73.83826,01-08-21,3.1
Goa,South Goa Mormugao,Chicalim,(Ct),15.39818,73.83679,01-08-21,0.9
Goa,South Goa Ponda,Borim,(Ct),15.35417,74.00160,01-08-21,5.4
Goa,South Goa,Ponda,Kapsa,15.27344,74.10060,01-08-21,4.1
Goa,South Goa Ponda,Kundel,Dassolwada,15.45287,73.95255,01-08-21,1.9
Goa,South Goa,Ponda,Mankem,15.30549,74.04834,01-08-21,2.6
Goa,South Goa,Ponda,Shiroda,15.32068,74.03502,01-08-21,6.2
Goa,South Goa,Quepem,Ghadiawada,15.23894,74.11303,01-08-21,1.7
Goa,South Goa,Quepem,Malkarnem,15.18693,74.12549,01-08-21,8.3
Goa,South Goa,Quepem,Padi,15.09291,74.03060,01-08-21,6.6
Goa,South Goa,Quepem,Quepem,15.21751,74.08075,01-08-21,1.7
Goa,South Goa,Salcete,Ballynuvhen,15.31651,73.94542,01-08-21,5.6
Goa,South Goa,Salcete,Betalbhatti,15.30071,73.92006,01-08-21,2.4
Goa,South Goa,Salcete,Cuncolim,15.18013,74.00004,01-08-21,1.3
Goa,South Goa,Salcete,Kaveslium,15.18555,73.94721,01-08-21,1.8
Goa,South Goa Salcete Majorda,Bpada,Curilo,15.32117,73.91711,01-08-21,2.3
Goa,South Goa Salcete,Navelim,(Ct),15.25444,73.96722,01-08-21,9.2
Goa,South Goa,Salcete,Panchwadi,15.28360,74.09517,01-08-21,5.4
Goa,South Goa,Sanguem,Bati,15.13176,74.22645,01-08-21,3.2
Goa,South Goa Sanguem,Deulwada,Kolamba,15.15021,74.13099,01-08-21,2.6
Goa,South Goa,Sanguem,Guddemal,15.28545,74.12969,01-08-21,7.1
Goa,South Goa,Sanguem,Jambavli,15.18658,74.09529,01-08-21,6.6
Goa,South Goa,Sanguem,Kalay,15.28850,74.18007,01-08-21,10.4
Goa,South Goa,Sanguem,Rivona,15.16415,74.10671,01-08-21,5.8
Goa,South Goa,Sanguem,Themchewada,15.21958,74.15752,01-08-21,6.8
Goa,South Goa,Sanguem,Vadam,15.13063,74.20754,01-08-21,3.4
Goa,South Goa,Sanguem,Vichundrem,15.10364,74.20318,01-08-21,1.1
Gujarat,Ahmedabad,Bavla,Bagodara,22.65286,72.21203,30-08-21,5.7
Gujarat,Ahmedabad,Dhandhuka,Devalia,22.37778,71.98611,30-08-21,20.4
Gujarat,Ahmedabad,Dhandhuka,Dhandhuka,22.37606,71.98774,30-08-21,3.1
Gujarat,Ahmedabad,Dhandhuka,Gamph,22.35800,72.16700,30-08-21,0.9
Gujarat,Ahmedabad,Dhandhuka,Tagadi,22.29710,71.94673,30-08-21,8.0
Gujarat,Ahmedabad,Dhandhuka,Vagad,22.36005,71.86997,30-08-21,4.3
Gujarat,Ahmedabad,Mandal,Dalod,23.35323,71.96746,30-08-21,6.4
Gujarat,Ahmedabad,Mandal,Dalod,23.41472,72.05833,30-08-21,18.8
Gujarat,Ahmedabad,Mandal,Ughraj,23.36355,72.09772,30-08-21,6.8
Gujarat,Ahmedabad,Sanand,Bopal,23.03861,72.45778,30-08-21,3.2
Gujarat,Ahmedabad,Sanand,Ghuma,23.03300,72.44600,30-08-21,2.7
Gujarat,Ahmedabad,Sanand,Kundal,22.90100,72.22400,30-08-21,11.8
Gujarat,Ahmedabad,Sanand,Upardhal,22.84764,72.14524,30-08-21,11.9
Gujarat,Ahmedabad,Viramgam,Endla,23.27200,72.05800,30-08-21,1.9
Gujarat,Ahmedabad,Viramgam,Hansalpur,23.08900,72.01700,30-08-21,3.9
Gujarat,Ahmedabad,Viramgam,Kumarkhan,22.90060,72.02072,30-08-21,27.6
Gujarat,Ahmedabad,Viramgam,Viramgam,23.13669,72.03836,30-08-21,3.0
Gujarat,Amreli,Amreli,Amreli,21.61250,71.22500,30-08-21,3.0
Gujarat,Amreli Amreli,Ankadiya,Mota,21.64583,71.10833,30-08-21,3.5
Gujarat,Amreli,Amreli,Govadka,21.54167,71.15833,30-08-21,0.0
Gujarat,Amreli,Amreli,Malila,21.43300,71.16700,30-08-21,18.4
Gujarat,Amreli,Amreli,Vankiya,21.52100,71.13600,30-08-21,4.1
Gujarat,Amreli Babra,Devaliya,Mota,21.82100,71.10800,30-08-21,2.9
Gujarat,Amreli,Babra,Dharai,21.83417,71.21722,30-08-21,3.6
Gujarat,Amreli,Babra,Untvad,21.91700,71.21700,30-08-21,5.9
Gujarat,Amreli,Bagasara,Bagasara,21.47900,70.96300,30-08-21,6.7
Gujarat,Amreli Bagasara,Vaghaniya,Juna,21.58300,70.96700,30-08-21,1.3
Gujarat,Amreli,Dhari,Chalala,21.41700,71.16700,30-08-21,21.4
Gujarat,Amreli,Dhari,Dhargani,21.33333,71.20000,30-08-21,26.8
Gujarat,Amreli,Dhari,Dhari,21.32600,71.01800,30-08-21,5.5
Gujarat,Amreli,Dhari,Kerala,21.39700,71.21700,30-08-21,32.0
Gujarat,Amreli,Dhari,Morzar,21.38000,71.12000,30-08-21,36.4
Gujarat,Amreli,Dhari,Virpur,21.25400,71.15000,30-08-21,6.6
Gujarat,Amreli,Jafrabad,Kadiyali,20.90800,71.36000,30-08-21,1.6
Gujarat,Amreli,Jafrabad,Nageshri,20.93000,71.35000,30-08-21,2.4
Gujarat,Amreli,Jafrabad,Timbi,20.89583,71.20417,30-08-21,1.0
Gujarat,Amreli,Khambha,Ingorala,21.23300,71.20000,30-08-21,8.4
Gujarat,Amreli,Khambha,Khambha,21.15000,71.23900,30-08-21,2.9
Gujarat,Amreli,Khambha,Khambha,21.14200,71.25400,30-08-21,3.5
Gujarat,Amreli,Khambha,Trakuda,21.01700,71.28100,30-08-21,2.9
Gujarat,Amreli,Khambha,Vankiya,21.52100,71.13600,30-08-21,3.8
Gujarat,Amreli Kunkavav -Vadia,Kunkavav,Moti,21.66300,70.98300,30-08-21,7.5
Gujarat,Amreli,Lathi,Chavand,21.81105,71.40574,30-08-21,3.7
Gujarat,Amreli,Lathi,Lathi,21.72000,71.38000,30-08-21,1.3
Gujarat,Amreli,Lathi,Tajpur,21.72537,71.46143,30-08-21,15.0
Gujarat,Amreli,Lilia,Punjapadar,21.52500,71.35800,30-08-21,0.9
Gujarat,Amreli,Lilia,Sanaliya,21.55006,71.43192,30-08-21,0.5
Gujarat,Amreli,Rajula,Bherai,20.97403,71.48683,30-08-21,0.1
Gujarat,Amreli,Rajula,Mandal,21.10000,71.58300,30-08-21,7.6
Gujarat,Amreli,Saverkundla,Badhada,21.26600,71.33900,30-08-21,0.3
Gujarat,Amreli,Saverkundla,Bhuva,21.43300,71.36400,30-08-21,2.5
Gujarat,Amreli,Saverkundla,Charkhadiya,21.38920,71.29238,30-08-21,22.9
Gujarat,Amreli,Saverkundla,Fifad,21.43600,71.54000,30-08-21,2.8
Gujarat,Amreli,Saverkundla,Goradka,21.22500,71.41100,30-08-21,0.7
Gujarat,Amreli,Saverkundla,Piyava,21.38300,71.46700,30-08-21,9.5
Gujarat,Amreli,Saverkundla,Vanda,21.37500,71.49200,30-08-21,15.1
Gujarat,Amreli,Saverkundla,Vanda,21.39000,71.50800,30-08-21,6.0
Gujarat,Anand,Anand,Adas,22.47861,73.03028,30-08-21,18.8
Gujarat,Anand,Anand,Anand,22.57500,72.97200,30-08-21,15.6
Gujarat,Anand,Anand,Boriyani,22.63200,73.00400,30-08-21,6.9
Gujarat,Anand,Anklav,Anklav,22.38300,73.00800,30-08-21,27.9
Gujarat,Anand,Borsad,Bhadran,22.35556,72.89722,30-08-21,18.8
Gujarat,Anand,Borsad,Ras,22.34583,72.83333,30-08-21,3.1
Gujarat,Anand,Khambhat,Kansari,22.34167,72.65000,30-08-21,4.8
Gujarat,Anand,Khambhat,Laxmipura,22.41667,72.60833,30-08-21,1.2
Gujarat,Anand,Petlad,Bandhani,22.54200,72.81700,30-08-21,6.0
Gujarat,Anand,Petlad,Davalpura,22.45833,72.80278,30-08-21,2.8
Gujarat,Anand,Tarapur,Tarapur,22.48600,72.66100,30-08-21,2.7
Gujarat,Anand,Tarapur,Tol,22.51083,72.56667,30-08-21,0.0
Gujarat,Anand,Umreth,Ghora,22.69167,73.05417,30-08-21,4.3
Gujarat,Anand,Umreth,Parvata,22.71361,73.12667,30-08-21,4.9
Gujarat,Arvalli Bayad,Alwa,Kampa,23.27700,73.21062,30-08-21,7.2
Gujarat,Arvalli,Bayad,Bibipur,23.25278,73.21250,30-08-21,16.5
Gujarat,Arvalli,Bayad,Boral,23.12906,73.21503,30-08-21,10.9
Gujarat,Arvalli,Bayad,Sathamba,23.17337,73.33040,30-08-21,7.7
Gujarat,Arvalli,Bhiloda,Shamlaji,23.68611,73.36667,30-08-21,5.9
Gujarat,Arvalli,Bhiloda,Takatuka,23.85100,73.30500,30-08-21,14.1
Gujarat,Arvalli,Bhiloda,Vejpur,23.79700,73.22100,30-08-21,12.9
Gujarat,Arvalli,Dhansura,Dhansura,23.35000,73.20000,30-08-21,8.2
Gujarat,Arvalli,Dhansura,Karanpur,23.33241,73.32694,30-08-21,3.3
Gujarat,Arvalli,Malpur,Hamirpur,23.40800,73.45800,30-08-21,8.9
Gujarat,Arvalli,Modasa,Gadada,23.57500,73.25300,30-08-21,10.2
Gujarat,Arvalli,Modasa,Medasana,23.51200,73.27400,30-08-21,6.6
Gujarat,Arvalli,Modasa,Modasa,23.46114,73.30266,30-08-21,6.9
Gujarat,Banas Kantha,Amirgadh,Amirgadh,24.40097,72.64765,30-08-21,15.9
Gujarat,Banas Kantha,Amirgadh,Iqbalgarh,24.34600,72.53800,30-08-21,30.9
Gujarat,Banas Kantha,Danta,Ambaji,24.34000,72.85000,30-08-21,13.3
Gujarat,Banas Kantha,Danta,Danta,24.18889,72.76528,30-08-21,9.5
Gujarat,Banas Kantha,Danta,Ganapipli,24.29700,72.94700,30-08-21,7.8
Gujarat,Banas Kantha Danta,Mohabbat,Gadh,24.16700,72.72800,30-08-21,20.4
Gujarat,Banas Kantha,Danta,Ratanpur,24.17500,72.74600,30-08-21,16.4
Gujarat,Banas Kantha,Dantivada,Dantiwada,24.18889,72.76056,30-08-21,34.0
Gujarat,Banas Kantha,Dantivada,Dantiwada,24.31457,72.32670,30-08-21,27.4
Gujarat,Banas Kantha,Dantivada,Gangodra,24.43600,72.36500,30-08-21,22.0
Gujarat,Banas Kantha,Dantivada,Jhat,24.48750,72.35278,30-08-21,16.4
Gujarat,Banas Kantha,Deesa,Meda,24.39700,72.28500,30-08-21,17.3
Gujarat,Banas Kantha,Deesa,Sodapur,24.40139,72.29583,30-08-21,22.6
Gujarat,Banas Kantha,Palanpur,Palanpur,24.19400,72.43300,30-08-21,25.3
Gujarat,Banas Kantha,Tharad,Khoda,24.66000,71.77000,30-08-21,24.9
Gujarat,Banas Kantha,Tharad,Tharad,24.38500,71.61900,30-08-21,10.0
Gujarat,Bharuch Amod,Roja,Tankaria,21.91044,72.78855,30-08-21,8.8
Gujarat,Bharuch Anklesvar,Juna,Borbhata,21.67500,72.97500,30-08-21,8.5
Gujarat,Bharuch,Anklesvar,Panoli,21.53750,72.97500,30-08-21,0.3
Gujarat,Bharuch,Anklesvar,Sajod,21.61667,72.92361,30-08-21,3.9
Gujarat,Bharuch,Bharuch,Bharuch,21.70000,73.00400,30-08-21,6.4
Gujarat,Bharuch,Bharuch,Kaswa,21.68131,72.81610,30-08-21,6.2
Gujarat,Bharuch,Bharuch,Mahegam,21.67619,72.75987,30-08-21,1.7
Gujarat,Bharuch,Bharuch,Navetha,21.70778,72.83056,30-08-21,5.1
Gujarat,Bharuch,Hansot,Ilav,21.45000,72.80000,30-08-21,4.6
Gujarat,Bharuch,Hansot,Jetpur,21.49167,72.70833,30-08-21,4.7
Gujarat,Bharuch,Hansot,Raymal,21.52083,72.82083,30-08-21,1.1
Gujarat,Bharuch,Hansot,Sahol,21.47278,72.80972,30-08-21,2.5
Gujarat,Bharuch,Hansot,Utraj,21.59167,72.82500,30-08-21,3.7
Gujarat,Bharuch,Jambusar,Chhindra,22.12667,72.66972,30-08-21,4.8
Gujarat,Bharuch,Jambusar,Dahegam,22.18472,72.59722,30-08-21,7.2
Gujarat,Bharuch,Jambusar,Jambusar,22.05278,72.80556,30-08-21,6.7
Gujarat,Bharuch,Jambusar,Jambusar,22.05000,72.80000,30-08-21,9.6
Gujarat,Bharuch,Jambusar,Kalak,22.01861,72.76306,30-08-21,6.4
Gujarat,Bharuch,Jambusar,Kavi,22.19361,72.63944,30-08-21,6.6
Gujarat,Bharuch,Jambusar,Sarod,22.15800,72.75800,30-08-21,9.3
Gujarat,Bharuch,Jambusar,Sindhav,22.02700,72.63600,30-08-21,7.4
Gujarat,Bharuch,Jambusar,Tankari,21.99167,72.67500,30-08-21,4.0
Gujarat,Bharuch,Jhagadia,Mungaj,21.68833,73.38389,30-08-21,7.4
Gujarat,Bharuch,Jhagadia,Simodra,21.74374,73.18695,30-08-21,9.7
Gujarat,Bharuch,Vagra,Bhensli,21.72439,72.75247,30-08-21,2.5
Gujarat,Bharuch,Vagra,Luhara,21.67500,72.55800,30-08-21,0.3
Gujarat,Bharuch,Vagra,Nirnavi,21.79167,72.66806,30-08-21,6.3
Gujarat,Bharuch,Valia,Arethi,21.61300,73.43500,30-08-21,14.5
Gujarat,Bharuch,Valia,Jokhla,21.59583,73.16917,30-08-21,2.5
Gujarat,Bharuch,Valia,Kondh,21.58056,73.06806,30-08-21,2.0
Gujarat,Bharuch,Valia,Mokhdi,21.53300,73.28800,30-08-21,11.8
Gujarat,Bharuch,Valia,Netrang,21.64000,73.37000,30-08-21,11.4
Gujarat,Bharuch,Valia,Netrang,21.63300,73.36700,30-08-21,8.6
Gujarat,Bhavnagar,Bhavnagar,Bhavnagar,21.77363,72.14550,30-08-21,3.7
Gujarat,Bhavnagar,Bhavnagar,Bhudel,21.68892,72.15778,30-08-21,1.0
Gujarat,Bhavnagar,Bhavnagar,Bhumbhali,21.68000,72.24000,30-08-21,2.5
Gujarat,Bhavnagar,Gariadhar,Gariyadhar,21.54300,71.56500,30-08-21,3.3
Gujarat,Bhavnagar,Ghogha,Ghogha,21.68333,72.27917,30-08-21,1.2
Gujarat,Bhavnagar,Ghogha,Vavdi,21.56806,72.19806,30-08-21,2.5
